Time (s),ECG (mV)
0.65,-0.135
0.6527777777777778,-0.145
0.6555555555555556,-0.14
0.6583333333333333,-0.12
0.6611111111111111,-0.12
0.6638888888888889,-0.16
0.6666666666666666,-0.195
0.6694444444444444,-0.2
0.6722222222222223,-0.215
0.675,-0.2
0.6777777777777778,-0.2
0.6805555555555556,-0.215
0.6833333333333333,-0.255
0.6861111111111111,-0.27
0.6888888888888889,-0.225
0.6916666666666667,-0.225
0.6944444444444444,-0.24
0.6972222222222222,-0.25
0.7,-0.23
0.7027777777777777,-0.19
0.7055555555555556,-0.18
0.7083333333333334,-0.2
0.7111111111111111,-0.21
0.7138888888888889,-0.215
0.7166666666666667,-0.21
0.7194444444444444,-0.21
0.7222222222222222,-0.205
0.725,-0.225
0.7277777777777777,-0.23
0.7305555555555555,-0.24
0.7333333333333333,-0.245
0.7361111111111112,-0.23
0.7388888888888889,-0.23
0.7416666666666667,-0.21
0.7444444444444445,-0.2
0.7472222222222222,-0.185
0.75,-0.175
0.7527777777777778,-0.175
0.7555555555555555,-0.19
0.7583333333333333,-0.19
0.7611111111111111,-0.19
0.7638888888888888,-0.2
0.7666666666666667,-0.175
0.7694444444444445,-0.13
0.7722222222222223,-0.09
0.775,-0.095
0.7777777777777778,-0.13
0.7805555555555556,-0.17
0.7833333333333333,-0.16
0.7861111111111111,-0.135
0.7888888888888889,-0.1
0.7916666666666666,-0.09
0.7944444444444444,-0.115
0.7972222222222223,-0.115
0.8,-0.08
0.8027777777777778,-0.04
0.8055555555555556,-0.065
0.8083333333333333,-0.105
0.8111111111111111,-0.12
0.8138888888888889,-0.12
0.8166666666666667,-0.11
0.8194444444444444,-0.105
0.8222222222222222,-0.11
0.825,-0.15
0.8277777777777777,-0.155
0.8305555555555556,-0.16
0.8333333333333334,-0.15
0.8361111111111111,-0.165
0.8388888888888889,-0.19
0.8416666666666667,-0.215
0.8444444444444444,-0.27
0.8472222222222222,-0.32
0.85,-0.34
0.8527777777777777,-0.32
0.8555555555555555,-0.28
0.8583333333333333,-0.285
0.8611111111111112,-0.31
0.8638888888888889,-0.36
0.8666666666666667,-0.375
0.8694444444444445,-0.34
0.8722222222222222,-0.31
0.875,-0.31
0.8777777777777778,-0.305
0.8805555555555555,-0.32
0.8833333333333333,-0.32
0.8861111111111111,-0.35
0.8888888888888888,-0.35
0.8916666666666667,-0.325
0.8944444444444445,-0.3
0.8972222222222223,-0.32
0.9,-0.38
0.9027777777777778,-0.395
0.9055555555555556,-0.335
0.9083333333333333,-0.275
0.9111111111111111,-0.26
0.9138888888888889,-0.29
0.9166666666666666,-0.33
0.9194444444444444,-0.335
0.9222222222222223,-0.33
0.925,-0.325
0.9277777777777778,-0.27
0.9305555555555556,-0.145
0.9333333333333333,0.045
0.9361111111111111,0.28
0.9388888888888889,0.535
0.9416666666666667,0.83
0.9444444444444444,1.105
0.9472222222222222,1.335
0.95,1.5
0.9527777777777777,1.51
0.9555555555555556,1.27
0.9583333333333334,0.865
0.9611111111111111,0.41
0.9638888888888889,0.0
0.9666666666666667,-0.255
0.9694444444444444,-0.33
0.9722222222222222,-0.33
0.975,-0.315
0.9777777777777777,-0.325
0.9805555555555555,-0.32
0.9833333333333333,-0.27
0.9861111111111112,-0.26
0.9888888888888889,-0.29
0.9916666666666667,-0.335
0.9944444444444445,-0.33
0.9972222222222222,-0.345
1.0,-0.35
1.0027777777777778,-0.335
1.0055555555555555,-0.305
1.0083333333333333,-0.3
1.011111111111111,-0.34
1.0138888888888888,-0.36
1.0166666666666666,-0.37
1.0194444444444444,-0.38
1.0222222222222221,-0.38
1.025,-0.37
1.0277777777777777,-0.35
1.0305555555555554,-0.325
1.0333333333333334,-0.305
1.0361111111111112,-0.295
1.038888888888889,-0.275
1.0416666666666667,-0.305
1.0444444444444445,-0.325
1.0472222222222223,-0.345
1.05,-0.335
1.0527777777777778,-0.335
1.0555555555555556,-0.335
1.0583333333333333,-0.36
1.0611111111111111,-0.365
1.0638888888888889,-0.35
1.0666666666666667,-0.38
1.0694444444444444,-0.41
1.0722222222222222,-0.395
1.075,-0.385
1.0777777777777777,-0.36
1.0805555555555555,-0.34
1.0833333333333333,-0.345
1.086111111111111,-0.325
1.0888888888888888,-0.3
1.0916666666666666,-0.295
1.0944444444444446,-0.285
1.0972222222222223,-0.29
1.1,-0.295
1.1027777777777779,-0.285
1.1055555555555556,-0.275
1.1083333333333334,-0.275
1.1111111111111112,-0.235
1.113888888888889,-0.225
1.1166666666666667,-0.215
1.1194444444444445,-0.19
1.1222222222222222,-0.125
1.125,-0.055
1.1277777777777778,-0.04
1.1305555555555555,-0.065
1.1333333333333333,-0.095
1.136111111111111,-0.125
1.1388888888888888,-0.095
1.1416666666666666,-0.095
1.1444444444444444,-0.07
1.1472222222222221,-0.045
1.15,-0.01
1.1527777777777777,-0.02
1.1555555555555554,-0.015
1.1583333333333334,-0.01
1.1611111111111112,-0.03
1.163888888888889,-0.025
1.1666666666666667,0.005
1.1694444444444445,0.065
1.1722222222222223,0.1
1.175,0.11
1.1777777777777778,0.06
1.1805555555555556,-0.05
1.1833333333333333,-0.13
1.1861111111111111,-0.08
1.1888888888888889,0.04
1.1916666666666667,0.125
1.1944444444444444,0.115
1.1972222222222222,0.045
1.2,-0.02
1.2027777777777777,-0.025
1.2055555555555555,0.02
1.2083333333333333,0.015
1.211111111111111,-0.07
1.2138888888888888,-0.135
1.2166666666666666,-0.165
1.2194444444444446,-0.165
1.2222222222222223,-0.1
1.225,-0.04
1.2277777777777779,-0.085
1.2305555555555556,-0.22
1.2333333333333334,-0.44
1.2361111111111112,-0.615
1.238888888888889,-0.66
1.2416666666666667,-0.615
1.2444444444444445,-0.55
1.2472222222222222,-0.505
1.25,-0.48
1.2527777777777778,-0.45
1.2555555555555555,-0.395
1.2583333333333333,-0.355
1.261111111111111,-0.32
1.2638888888888888,-0.305
1.2666666666666666,-0.32
1.2694444444444444,-0.37
1.2722222222222221,-0.51
1.275,-0.67
1.2777777777777777,-0.725
1.2805555555555554,-0.58
1.2833333333333334,-0.395
1.2861111111111112,-0.325
1.288888888888889,-0.37
1.2916666666666667,-0.42
1.2944444444444445,-0.47
1.2972222222222223,-0.47
1.3,-0.435
1.3027777777777778,-0.335
1.3055555555555556,-0.18
1.3083333333333333,-0.035
1.3111111111111111,0.01
1.3138888888888889,-0.135
1.3166666666666667,-0.34
1.3194444444444444,-0.495
1.3222222222222222,-0.575
1.325,-0.56
1.3277777777777777,-0.52
1.3305555555555555,-0.505
1.3333333333333333,-0.445
1.336111111111111,-0.36
1.3388888888888888,-0.33
1.3416666666666666,-0.38
1.3444444444444446,-0.415
1.3472222222222223,-0.41
1.35,-0.415
1.3527777777777779,-0.46
1.3555555555555556,-0.465
1.3583333333333334,-0.41
1.3611111111111112,-0.36
1.363888888888889,-0.33
1.3666666666666667,-0.31
1.3694444444444445,-0.3
1.3722222222222222,-0.255
1.375,-0.215
1.3777777777777778,-0.235
1.3805555555555555,-0.34
1.3833333333333333,-0.4
1.386111111111111,-0.385
1.3888888888888888,-0.325
1.3916666666666666,-0.275
1.3944444444444444,-0.295
1.3972222222222221,-0.365
1.4,-0.365
1.4027777777777777,-0.325
1.4055555555555554,-0.31
1.4083333333333334,-0.335
1.4111111111111112,-0.36
1.413888888888889,-0.37
1.4166666666666667,-0.345
1.4194444444444445,-0.33
1.4222222222222223,-0.375
1.425,-0.425
1.4277777777777778,-0.425
1.4305555555555556,-0.425
1.4333333333333333,-0.485
1.4361111111111111,-0.61
1.4388888888888889,-0.725
1.4416666666666667,-0.78
1.4444444444444444,-0.735
1.4472222222222222,-0.665
1.45,-0.665
1.4527777777777777,-0.72
1.4555555555555555,-0.76
1.4583333333333333,-0.735
1.461111111111111,-0.625
1.4638888888888888,-0.545
1.4666666666666666,-0.51
1.4694444444444446,-0.535
1.4722222222222223,-0.63
1.475,-0.73
1.4777777777777779,-0.77
1.4805555555555556,-0.725
1.4833333333333334,-0.64
1.4861111111111112,-0.58
1.488888888888889,-0.53
1.4916666666666667,-0.525
1.4944444444444445,-0.59
1.4972222222222222,-0.68
1.5,-0.695
1.5027777777777778,-0.595
1.5055555555555555,-0.455
1.5083333333333333,-0.315
1.511111111111111,-0.185
1.5138888888888888,-0.035
1.5166666666666666,0.16
1.5194444444444444,0.425
1.5222222222222221,0.77
1.525,1.115
1.5277777777777777,1.385
1.5305555555555554,1.59
1.5333333333333334,1.66
1.5361111111111112,1.51
1.538888888888889,1.185
1.5416666666666667,0.78
1.5444444444444445,0.33
1.5472222222222223,-0.085
1.55,-0.35
1.5527777777777778,-0.465
1.5555555555555556,-0.535
1.5583333333333333,-0.605
1.5611111111111111,-0.65
1.5638888888888889,-0.67
1.5666666666666667,-0.685
1.5694444444444444,-0.715
1.5722222222222222,-0.75
1.575,-0.77
1.5777777777777777,-0.755
1.5805555555555555,-0.755
1.5833333333333333,-0.75
1.586111111111111,-0.77
1.5888888888888888,-0.775
1.5916666666666666,-0.765
1.5944444444444446,-0.74
1.5972222222222223,-0.745
1.6,-0.77
1.6027777777777779,-0.795
1.6055555555555556,-0.815
1.6083333333333334,-0.805
1.6111111111111112,-0.8
1.613888888888889,-0.81
1.6166666666666667,-0.815
1.6194444444444445,-0.825
1.6222222222222222,-0.8
1.625,-0.785
1.6277777777777778,-0.755
1.6305555555555555,-0.765
1.6333333333333333,-0.755
1.636111111111111,-0.745
1.6388888888888888,-0.735
1.6416666666666666,-0.735
1.6444444444444444,-0.785
1.6472222222222221,-0.845
1.65,-0.85
1.6527777777777777,-0.835
1.6555555555555554,-0.795
1.6583333333333334,-0.76
1.6611111111111112,-0.745
1.663888888888889,-0.735
1.6666666666666667,-0.725
1.6694444444444445,-0.7
1.6722222222222223,-0.685
1.675,-0.67
1.6777777777777778,-0.71
1.6805555555555556,-0.765
1.6833333333333333,-0.79
1.6861111111111111,-0.77
1.6888888888888889,-0.74
1.6916666666666667,-0.7
1.6944444444444444,-0.685
1.6972222222222222,-0.68
1.7,-0.67
1.7027777777777777,-0.65
1.7055555555555555,-0.64
1.7083333333333333,-0.625
1.711111111111111,-0.605
1.7138888888888888,-0.615
1.7166666666666666,-0.605
1.7194444444444446,-0.59
1.7222222222222223,-0.57
1.725,-0.555
1.7277777777777779,-0.565
1.7305555555555556,-0.58
1.7333333333333334,-0.57
1.7361111111111112,-0.545
1.738888888888889,-0.505
1.7416666666666667,-0.465
1.7444444444444445,-0.445
1.7472222222222222,-0.455
1.75,-0.445
1.7527777777777778,-0.43
1.7555555555555555,-0.415
1.7583333333333333,-0.435
1.761111111111111,-0.44
1.7638888888888888,-0.43
1.7666666666666666,-0.39
1.7694444444444444,-0.355
1.7722222222222221,-0.315
1.775,-0.31
1.7777777777777777,-0.33
1.7805555555555554,-0.355
1.7833333333333334,-0.39
1.7861111111111112,-0.415
1.788888888888889,-0.44
1.7916666666666667,-0.465
1.7944444444444445,-0.495
1.7972222222222223,-0.475
1.8,-0.475
1.8027777777777778,-0.49
1.8055555555555556,-0.49
1.8083333333333333,-0.495
1.8111111111111111,-0.5
1.8138888888888889,-0.545
1.8166666666666667,-0.6
1.8194444444444444,-0.625
1.8222222222222222,-0.625
1.825,-0.63
1.8277777777777777,-0.635
1.8305555555555555,-0.62
1.8333333333333333,-0.605
1.836111111111111,-0.59
1.8388888888888888,-0.59
1.8416666666666666,-0.595
1.8444444444444446,-0.615
1.8472222222222223,-0.635
1.85,-0.645
1.8527777777777779,-0.65
1.8555555555555556,-0.65
1.8583333333333334,-0.645
1.8611111111111112,-0.65
1.863888888888889,-0.65
1.8666666666666667,-0.645
1.8694444444444445,-0.635
1.8722222222222222,-0.62
1.875,-0.61
1.8777777777777778,-0.62
1.8805555555555555,-0.645
1.8833333333333333,-0.65
1.886111111111111,-0.665
1.8888888888888888,-0.66
1.8916666666666666,-0.625
1.8944444444444444,-0.62
1.8972222222222221,-0.63
1.9,-0.64
1.9027777777777777,-0.63
1.9055555555555554,-0.61
1.9083333333333334,-0.57
1.9111111111111112,-0.545
1.913888888888889,-0.57
1.9166666666666667,-0.56
1.9194444444444445,-0.555
1.9222222222222223,-0.525
1.925,-0.5
1.9277777777777778,-0.485
1.9305555555555556,-0.495
1.9333333333333333,-0.51
1.9361111111111111,-0.505
1.9388888888888889,-0.475
1.9416666666666667,-0.475
1.9444444444444444,-0.49
1.9472222222222222,-0.515
1.95,-0.51
1.9527777777777777,-0.5
1.9555555555555555,-0.49
1.9583333333333333,-0.505
1.961111111111111,-0.53
1.9638888888888888,-0.56
1.9666666666666666,-0.565
1.9694444444444446,-0.6
1.9722222222222223,-0.615
1.975,-0.635
1.9777777777777779,-0.645
1.9805555555555556,-0.645
1.9833333333333334,-0.665
1.9861111111111112,-0.665
1.988888888888889,-0.65
1.9916666666666667,-0.64
1.9944444444444445,-0.65
1.9972222222222222,-0.68
2.0,-0.695
2.0027777777777778,-0.685
2.0055555555555555,-0.65
2.0083333333333333,-0.63
2.011111111111111,-0.645
2.013888888888889,-0.655
2.0166666666666666,-0.675
2.0194444444444444,-0.665
2.022222222222222,-0.66
2.025,-0.655
2.0277777777777777,-0.65
2.0305555555555554,-0.645
2.033333333333333,-0.65
2.036111111111111,-0.65
2.0388888888888888,-0.645
2.0416666666666665,-0.635
2.0444444444444443,-0.625
2.047222222222222,-0.66
2.05,-0.69
2.0527777777777776,-0.655
2.0555555555555554,-0.565
2.058333333333333,-0.445
2.061111111111111,-0.29
2.063888888888889,-0.085
2.066666666666667,0.165
2.0694444444444446,0.485
2.0722222222222224,0.76
2.075,1.005
2.077777777777778,1.135
2.0805555555555557,1.06
2.0833333333333335,0.75
2.0861111111111112,0.355
2.088888888888889,-0.055
2.091666666666667,-0.42
2.0944444444444446,-0.61
2.0972222222222223,-0.675
2.1,-0.68
2.102777777777778,-0.67
2.1055555555555556,-0.66
2.1083333333333334,-0.665
2.111111111111111,-0.645
2.113888888888889,-0.645
2.1166666666666667,-0.655
2.1194444444444445,-0.66
2.1222222222222222,-0.65
2.125,-0.635
2.1277777777777778,-0.66
2.1305555555555555,-0.69
2.1333333333333333,-0.71
2.136111111111111,-0.7
2.138888888888889,-0.665
2.1416666666666666,-0.635
2.1444444444444444,-0.645
2.147222222222222,-0.675
2.15,-0.69
2.1527777777777777,-0.68
2.1555555555555554,-0.655
2.158333333333333,-0.64
2.161111111111111,-0.63
2.1638888888888888,-0.635
2.1666666666666665,-0.645
2.1694444444444443,-0.635
2.172222222222222,-0.635
2.175,-0.63
2.1777777777777776,-0.635
2.1805555555555554,-0.635
2.183333333333333,-0.635
2.186111111111111,-0.625
2.188888888888889,-0.6
2.191666666666667,-0.59
2.1944444444444446,-0.58
2.1972222222222224,-0.59
2.2,-0.605
2.202777777777778,-0.575
2.2055555555555557,-0.565
2.2083333333333335,-0.555
2.2111111111111112,-0.555
2.213888888888889,-0.55
2.216666666666667,-0.55
2.2194444444444446,-0.535
2.2222222222222223,-0.535
2.225,-0.525
2.227777777777778,-0.515
2.2305555555555556,-0.505
2.2333333333333334,-0.505
2.236111111111111,-0.495
2.238888888888889,-0.485
2.2416666666666667,-0.445
2.2444444444444445,-0.415
2.2472222222222222,-0.41
2.25,-0.415
2.2527777777777778,-0.435
2.2555555555555555,-0.4
2.2583333333333333,-0.375
2.261111111111111,-0.365
2.263888888888889,-0.355
2.2666666666666666,-0.355
2.2694444444444444,-0.345
2.272222222222222,-0.3
2.275,-0.27
2.2777777777777777,-0.225
2.2805555555555554,-0.235
2.283333333333333,-0.26
2.286111111111111,-0.255
2.2888888888888888,-0.235
2.2916666666666665,-0.22
2.2944444444444443,-0.195
2.297222222222222,-0.19
2.3,-0.2
2.3027777777777776,-0.195
2.3055555555555554,-0.175
2.308333333333333,-0.165
2.311111111111111,-0.17
2.313888888888889,-0.18
2.316666666666667,-0.17
2.3194444444444446,-0.155
2.3222222222222224,-0.155
2.325,-0.16
2.327777777777778,-0.175
2.3305555555555557,-0.21
2.3333333333333335,-0.255
2.3361111111111112,-0.295
2.338888888888889,-0.32
2.341666666666667,-0.325
2.3444444444444446,-0.345
2.3472222222222223,-0.38
2.35,-0.415
2.352777777777778,-0.435
2.3555555555555556,-0.425
2.3583333333333334,-0.44
2.361111111111111,-0.47
2.363888888888889,-0.5
2.3666666666666667,-0.525
2.3694444444444445,-0.535
2.3722222222222222,-0.53
2.375,-0.515
2.3777777777777778,-0.515
2.3805555555555555,-0.545
2.3833333333333333,-0.565
2.386111111111111,-0.57
2.388888888888889,-0.565
2.3916666666666666,-0.555
2.3944444444444444,-0.55
2.397222222222222,-0.565
2.4,-0.575
2.4027777777777777,-0.575
2.4055555555555554,-0.555
2.408333333333333,-0.555
2.411111111111111,-0.535
2.4138888888888888,-0.545
2.4166666666666665,-0.565
2.4194444444444443,-0.57
2.422222222222222,-0.555
2.425,-0.54
2.4277777777777776,-0.55
2.4305555555555554,-0.575
2.433333333333333,-0.555
2.436111111111111,-0.55
2.438888888888889,-0.52
2.441666666666667,-0.49
2.4444444444444446,-0.5
2.4472222222222224,-0.515
2.45,-0.515
2.452777777777778,-0.485
2.4555555555555557,-0.435
2.4583333333333335,-0.41
2.4611111111111112,-0.415
2.463888888888889,-0.43
2.466666666666667,-0.43
2.4694444444444446,-0.385
2.4722222222222223,-0.36
2.475,-0.335
2.477777777777778,-0.325
2.4805555555555556,-0.345
2.4833333333333334,-0.37
2.486111111111111,-0.375
2.488888888888889,-0.355
2.4916666666666667,-0.345
2.4944444444444445,-0.35
2.4972222222222222,-0.365
2.5,-0.39
2.5027777777777778,-0.395
2.5055555555555555,-0.4
2.5083333333333333,-0.41
2.511111111111111,-0.43
2.513888888888889,-0.455
2.5166666666666666,-0.5
2.5194444444444444,-0.5
2.522222222222222,-0.485
2.525,-0.455
2.5277777777777777,-0.47
2.5305555555555554,-0.49
2.533333333333333,-0.505
2.536111111111111,-0.51
2.5388888888888888,-0.525
2.5416666666666665,-0.51
2.5444444444444443,-0.525
2.547222222222222,-0.53
2.55,-0.54
2.5527777777777776,-0.545
2.5555555555555554,-0.525
2.558333333333333,-0.51
2.561111111111111,-0.55
2.563888888888889,-0.635
2.566666666666667,-0.71
2.5694444444444446,-0.75
2.5722222222222224,-0.755
2.575,-0.76
2.577777777777778,-0.785
2.5805555555555557,-0.75
2.5833333333333335,-0.69
2.5861111111111112,-0.64
2.588888888888889,-0.59
2.591666666666667,-0.535
2.5944444444444446,-0.485
2.5972222222222223,-0.405
2.6,-0.295
2.602777777777778,-0.165
2.6055555555555556,-0.02
2.6083333333333334,0.19
2.611111111111111,0.46
2.613888888888889,0.725
2.6166666666666667,0.995
2.6194444444444445,1.18
2.6222222222222222,1.255
2.625,1.145
2.6277777777777778,0.895
2.6305555555555555,0.55
2.6333333333333333,0.215
2.636111111111111,-0.055
2.638888888888889,-0.26
2.6416666666666666,-0.395
2.6444444444444444,-0.475
2.647222222222222,-0.54
2.65,-0.575
2.6527777777777777,-0.565
2.6555555555555554,-0.53
2.658333333333333,-0.51
2.661111111111111,-0.535
2.6638888888888888,-0.59
2.6666666666666665,-0.635
2.6694444444444443,-0.675
2.672222222222222,-0.725
2.675,-0.755
2.6777777777777776,-0.77
2.6805555555555554,-0.8
2.683333333333333,-0.78
2.686111111111111,-0.775
2.688888888888889,-0.79
2.691666666666667,-0.805
2.6944444444444446,-0.84
2.6972222222222224,-0.88
2.7,-0.925
2.702777777777778,-0.935
2.7055555555555557,-0.94
2.7083333333333335,-0.92
2.7111111111111112,-0.895
2.713888888888889,-0.905
2.716666666666667,-0.915
2.7194444444444446,-0.895
2.7222222222222223,-0.83
2.725,-0.745
2.727777777777778,-0.695
2.7305555555555556,-0.685
2.7333333333333334,-0.69
2.736111111111111,-0.675
2.738888888888889,-0.64
2.7416666666666667,-0.62
2.7444444444444445,-0.62
2.7472222222222222,-0.635
2.75,-0.65
2.7527777777777778,-0.68
2.7555555555555555,-0.685
2.7583333333333333,-0.625
2.761111111111111,-0.53
2.763888888888889,-0.485
2.7666666666666666,-0.445
2.7694444444444444,-0.385
2.772222222222222,-0.32
2.775,-0.35
2.7777777777777777,-0.4
2.7805555555555554,-0.37
2.783333333333333,-0.355
2.786111111111111,-0.43
2.7888888888888888,-0.54
2.7916666666666665,-0.61
2.7944444444444443,-0.515
2.797222222222222,-0.315
2.8,-0.23
2.8027777777777776,-0.25
2.8055555555555554,-0.245
2.808333333333333,-0.11
2.811111111111111,0.01
2.813888888888889,-0.03
2.816666666666667,-0.135
2.8194444444444446,-0.135
2.8222222222222224,-0.085
2.825,-0.03
2.827777777777778,-0.02
2.8305555555555557,-0.04
2.8333333333333335,-0.045
2.8361111111111112,-0.02
2.838888888888889,0.015
2.841666666666667,0.085
2.8444444444444446,0.105
2.8472222222222223,0.11
2.85,0.14
2.852777777777778,0.2
2.8555555555555556,0.23
2.8583333333333334,0.24
2.861111111111111,0.205
2.863888888888889,0.155
2.8666666666666667,0.115
2.8694444444444445,0.075
2.8722222222222222,0.045
2.875,0.005
2.8777777777777778,-0.045
2.8805555555555555,-0.115
2.8833333333333333,-0.155
2.886111111111111,-0.195
2.888888888888889,-0.23
2.8916666666666666,-0.23
2.8944444444444444,-0.255
2.897222222222222,-0.285
2.9,-0.315
2.9027777777777777,-0.355
2.9055555555555554,-0.355
2.908333333333333,-0.355
2.911111111111111,-0.38
2.9138888888888888,-0.405
2.9166666666666665,-0.415
2.9194444444444443,-0.415
2.922222222222222,-0.425
2.925,-0.42
2.9277777777777776,-0.445
2.9305555555555554,-0.45
2.933333333333333,-0.46
2.936111111111111,-0.445
2.938888888888889,-0.445
2.941666666666667,-0.405
2.9444444444444446,-0.43
